tow_date,tow_description,police_district
2007-02-19T00:00:00.000,ILLEGAL VEHICLE,District E
2007-02-19T00:00:00.000,STOLEN VEHICLE,District C
2007-02-19T00:00:00.000,ABANDONED VEHICLE,District A
2007-02-20T00:00:00.000,ILLEGALLY PARKED,District B
2007-02-20T00:00:00.000,STOLEN VEHICLE,District C
2007-02-20T00:00:00.000,ABANDONED VEHICLE,District E
2007-02-20T00:00:00.000,ABANDONED VEHICLE,District D
2007-02-20T00:00:00.000,ILLEGAL VEHICLE,District A
2007-02-20T00:00:00.000,ILLEGAL VEHICLE,District E
2007-02-20T00:00:00.000,ILLEGAL VEHICLE,District D
2007-02-20T00:00:00.000,ILLEGAL VEHICLE,District C
2007-02-20T00:00:00.000,ILLEGAL VEHICLE,District B
2007-02-20T00:00:00.000,ILLEGAL VEHICLE,District C
2007-02-20T00:00:00.000,ILLEGAL VEHICLE,District B
2007-02-20T00:00:00.000,ILLEGAL VEHICLE,District E
2007-02-20T00:00:00.000,ILLEGAL VEHICLE,District E
2007-02-20T00:00:00.000,ILLEGAL VEHICLE,District A
2007-02-20T00:00:00.000,STOLEN VEHICLE,District C
2007-02-20T00:00:00.000,ABANDONED VEHICLE,District D
2007-02-20T00:00:00.000,ILLEGAL VEHICLE,District B
2007-02-21T00:00:00.000,ILLEGAL VEHICLE,District C
2007-02-21T00:00:00.000,ILLEGAL VEHICLE,District A
2007-02-21T00:00:00.000,ILLEGAL VEHICLE,District C
2007-02-21T00:00:00.000,ABANDONED VEHICLE,District E
2007-02-21T00:00:00.000,ABANDONED VEHICLE,District B
2007-02-21T00:00:00.000,ABANDONED VEHICLE,District E
2007-02-21T00:00:00.000,ABANDONED VEHICLE,District E
2007-02-21T00:00:00.000,ILLEGAL VEHICLE,District C
2007-02-22T00:00:00.000,ABANDONED VEHICLE,District D
2007-02-22T00:00:00.000,ABANDONED VEHICLE,District D
2007-02-22T00:00:00.000,ABANDONED VEHICLE,District D
2007-02-22T00:00:00.000,ABANDONED VEHICLE,District D
2007-02-22T00:00:00.000,ABANDONED VEHICLE,District C
2007-02-22T00:00:00.000,ILLEGALLY PARKED,District B
2007-02-22T00:00:00.000,ILLEGALLY PARKED,District B
2007-02-22T00:00:00.000,ABANDONED VEHICLE,District D
2007-02-22T00:00:00.000,ABANDONED VEHICLE,District D
2007-02-22T00:00:00.000,ILLEGAL VEHICLE,District B
2007-02-22T00:00:00.000,ILLEGALLY PARKED,District D
2007-02-22T00:00:00.000,ILLEGAL VEHICLE,District D
2007-02-22T00:00:00.000,IMPOUNDED,District B
2007-02-22T00:00:00.000,ILLEGAL VEHICLE,District B
2007-02-22T00:00:00.000,ILLEGAL VEHICLE,District D
2007-02-22T00:00:00.000,ILLEGAL VEHICLE,District C
2007-02-22T00:00:00.000,ILLEGAL VEHICLE,District D
2007-02-22T00:00:00.000,ABANDONED VEHICLE,District D
2007-02-22T00:00:00.000,ABANDONED VEHICLE,District D
2007-02-22T00:00:00.000,ABANDONED VEHICLE,District D
2007-02-22T00:00:00.000,ABANDONED VEHICLE,District D
2007-02-22T00:00:00.000,ILLEGAL VEHICLE,District E
2007-02-23T00:00:00.000,STOLEN VEHICLE,District B
2007-02-23T00:00:00.000,STOLEN VEHICLE,District D
2007-02-23T00:00:00.000,IMPOUNDED,District E
2007-02-23T00:00:00.000,ILLEGAL VEHICLE,District B
2007-02-23T00:00:00.000,ILLEGAL VEHICLE,District E
2007-02-23T00:00:00.000,ILLEGAL VEHICLE,District A
2007-02-23T00:00:00.000,ILLEGAL VEHICLE,District B
2007-02-23T00:00:00.000,ILLEGAL VEHICLE,District D
2007-02-23T00:00:00.000,ILLEGAL VEHICLE,District C
2007-02-23T00:00:00.000,STOLEN VEHICLE,District C
2007-02-23T00:00:00.000,STOLEN VEHICLE,District C
2007-02-23T00:00:00.000,ILLEGAL VEHICLE,District D
2007-02-23T00:00:00.000,ILLEGAL VEHICLE,District A
2007-02-23T00:00:00.000,ILLEGAL VEHICLE,District E
2007-02-23T00:00:00.000,ABANDONED VEHICLE,District C
2007-02-23T00:00:00.000,ILLEGALLY PARKED,District D
2007-02-23T00:00:00.000,ABANDONED VEHICLE,District D
2007-02-24T00:00:00.000,ILLEGAL VEHICLE,District C
2007-02-24T00:00:00.000,STOLEN VEHICLE,District D
2007-02-24T00:00:00.000,ILLEGAL VEHICLE,District A
2007-02-24T00:00:00.000,IMPOUNDED,District E
2007-02-24T00:00:00.000,ILLEGAL VEHICLE,District D
2007-02-24T00:00:00.000,STOLEN VEHICLE,District C
2007-02-24T00:00:00.000,ILLEGAL VEHICLE,District D
2007-02-24T00:00:00.000,ABANDONED VEHICLE,District D
2007-02-24T00:00:00.000,ILLEGAL VEHICLE,District D
2007-02-24T00:00:00.000,ILLEGAL VEHICLE,District A
2007-02-24T00:00:00.000,ABANDONED VEHICLE,District D
2007-02-24T00:00:00.000,ILLEGAL VEHICLE,District B
2007-02-24T00:00:00.000,ILLEGAL VEHICLE,District D
2007-02-25T00:00:00.000,ILLEGAL VEHICLE,District D
2007-02-25T00:00:00.000,STOLEN VEHICLE,District D
2007-02-25T00:00:00.000,ILLEGAL VEHICLE,District C
2007-02-25T00:00:00.000,ILLEGAL VEHICLE,District E
2007-02-25T00:00:00.000,ILLEGAL VEHICLE,District A
2007-02-25T00:00:00.000,ILLEGAL VEHICLE,District A
2007-02-26T00:00:00.000,ILLEGAL VEHICLE,District A
2007-02-26T00:00:00.000,ILLEGALLY PARKED,District D
2007-02-26T00:00:00.000,IMPOUNDED,District B
2007-02-27T00:00:00.000,ILLEGAL VEHICLE,District E
2007-02-27T00:00:00.000,ILLEGAL VEHICLE,District C
2007-02-27T00:00:00.000,ACCIDENT,District E
2007-02-27T00:00:00.000,ILLEGALLY PARKED,District B
2007-02-27T00:00:00.000,ILLEGALLY PARKED,District B
2007-02-27T00:00:00.000,STOLEN VEHICLE,District B
2007-02-28T00:00:00.000,ILLEGALLY PARKED,District B
2007-02-28T00:00:00.000,ILLEGALLY PARKED,District B
2007-02-28T00:00:00.000,ILLEGALLY PARKED,District B
2007-02-28T00:00:00.000,ABANDONED VEHICLE,District E
2007-02-28T00:00:00.000,ILLEGAL VEHICLE,District B
2007-02-28T00:00:00.000,ILLEGAL VEHICLE,District A
2007-02-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-02-28T00:00:00.000,ILLEGAL VEHICLE,District B
2007-02-28T00:00:00.000,ILLEGAL VEHICLE,District B
2007-02-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-02-28T00:00:00.000,ABANDONED VEHICLE,District B
2007-02-28T00:00:00.000,ILLEGALLY PARKED,District B
2007-02-28T00:00:00.000,ILLEGAL VEHICLE,District C
2007-02-28T00:00:00.000,GONE ON ARRIVAL,District B
2007-02-28T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-01T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-01T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-01T00:00:00.000,ABANDONED VEHICLE,District B
2007-03-01T00:00:00.000,ABANDONED VEHICLE,District D
2007-03-01T00:00:00.000,ABANDONED VEHICLE,District B
2007-03-01T00:00:00.000,ABANDONED VEHICLE,District B
2007-03-01T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-01T00:00:00.000,STOLEN VEHICLE,District C
2007-03-01T00:00:00.000,GONE ON ARRIVAL,District B
2007-03-01T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-01T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-01T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-02T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-02T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-02T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-02T00:00:00.000,ACCIDENT,District B
2007-03-02T00:00:00.000,STOLEN VEHICLE,District E
2007-03-02T00:00:00.000,STOLEN VEHICLE,District A
2007-03-02T00:00:00.000,ABANDONED VEHICLE,District D
2007-03-02T00:00:00.000,ABANDONED VEHICLE,District A
2007-03-02T00:00:00.000,ILLEGALLY PARKED,District B
2007-03-02T00:00:00.000,STOLEN VEHICLE,District C
2007-03-03T00:00:00.000,STOLEN VEHICLE,District E
2007-03-03T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-03T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-03T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-03T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-03T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-03T00:00:00.000,IMPOUNDED,District C
2007-03-03T00:00:00.000,STOLEN VEHICLE,District B
2007-03-03T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-03T00:00:00.000,STOLEN VEHICLE,District E
2007-03-03T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-04T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-04T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-04T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-04T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-04T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-04T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-05T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-05T00:00:00.000,IMPOUNDED,District C
2007-03-05T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-05T00:00:00.000,IMPOUNDED,District D
2007-03-05T00:00:00.000,IMPOUNDED,District D
2007-03-05T00:00:00.000,IMPOUNDED,District D
2007-03-05T00:00:00.000,IMPOUNDED,District D
2007-03-05T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-05T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-05T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-05T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-05T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-05T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-05T00:00:00.000,STOLEN VEHICLE,District E
2007-03-05T00:00:00.000,IMPOUNDED,District D
2007-03-05T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-05T00:00:00.000,GONE ON ARRIVAL,District C
2007-03-06T00:00:00.000,ACCIDENT,District E
2007-03-06T00:00:00.000,ABANDONED VEHICLE,District B
2007-03-06T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-06T00:00:00.000,ABANDONED VEHICLE,District D
2007-03-06T00:00:00.000,ABANDONED VEHICLE,District E
2007-03-06T00:00:00.000,ABANDONED VEHICLE,District E
2007-03-06T00:00:00.000,GONE ON ARRIVAL,District D
2007-03-06T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-06T00:00:00.000,ACCIDENT,District E
2007-03-07T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-07T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-07T00:00:00.000,ACCIDENT,District C
2007-03-07T00:00:00.000,ABANDONED VEHICLE,District A
2007-03-07T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-07T00:00:00.000,ABANDONED VEHICLE,District E
2007-03-07T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-07T00:00:00.000,IMPOUNDED,District A
2007-03-07T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-07T00:00:00.000,ABANDONED VEHICLE,District A
2007-03-07T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-07T00:00:00.000,ABANDONED VEHICLE,District E
2007-03-07T00:00:00.000,ABANDONED VEHICLE,District E
2007-03-07T00:00:00.000,ABANDONED VEHICLE,District E
2007-03-07T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-07T00:00:00.000,ABANDONED VEHICLE,District E
2007-03-07T00:00:00.000,ABANDONED VEHICLE,District E
2007-03-07T00:00:00.000,ABANDONED VEHICLE,District A
2007-03-07T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-07T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-07T00:00:00.000,ABANDONED VEHICLE,District E
2007-03-07T00:00:00.000,ABANDONED VEHICLE,District B
2007-03-07T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-08T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-08T00:00:00.000,STOLEN VEHICLE,District C
2007-03-08T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-08T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-08T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-08T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-08T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-09T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-09T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-09T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-09T00:00:00.000,STOLEN VEHICLE,District D
2007-03-09T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-09T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-09T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-09T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-09T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-09T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-10T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-10T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-10T00:00:00.000,STOLEN VEHICLE,District D
2007-03-10T00:00:00.000,IMPOUNDED,District A
2007-03-11T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-11T00:00:00.000,ACCIDENT,District D
2007-03-11T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-11T00:00:00.000,ILLEGAL VEHICLE,District D
2013-06-06T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-11T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-11T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-11T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-11T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-11T00:00:00.000,STOLEN VEHICLE,District A
2007-03-11T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-11T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-11T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-11T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-11T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-11T00:00:00.000,STOLEN VEHICLE,District D
2007-03-12T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-12T00:00:00.000,STOLEN VEHICLE,District E
2007-03-12T00:00:00.000,IMPOUNDED,District A
2007-03-12T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-12T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-12T00:00:00.000,IMPOUNDED,District C
2007-03-12T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-13T00:00:00.000,ABANDONED VEHICLE,District E
2007-03-13T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-13T00:00:00.000,ILLEGALLY PARKED,District A
2007-03-13T00:00:00.000,IMPOUNDED,District C
2007-03-13T00:00:00.000,IMPOUNDED,District B
2007-03-13T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-13T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-13T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-13T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-13T00:00:00.000,STOLEN VEHICLE,District C
2007-03-13T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-13T00:00:00.000,STOLEN VEHICLE,District B
2007-03-14T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-14T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-14T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-14T00:00:00.000,STOLEN VEHICLE,District E
2007-03-14T00:00:00.000,STOLEN VEHICLE,District E
2007-03-14T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-14T00:00:00.000,ABANDONED VEHICLE,District B
2007-03-14T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-14T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-14T00:00:00.000,ILLEGALLY PARKED,District B
2007-03-14T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-14T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-14T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-15T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-15T00:00:00.000,ABANDONED VEHICLE,District D
2007-03-15T00:00:00.000,IMPOUNDED,District E
2007-03-15T00:00:00.000,STOLEN VEHICLE,District C
2007-03-15T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-15T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-16T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-16T00:00:00.000,STOLEN VEHICLE,District D
2007-03-16T00:00:00.000,ILLEGALLY PARKED,District C
2007-03-16T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-16T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-16T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-16T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-17T00:00:00.000,STOLEN VEHICLE,District C
2007-03-17T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-17T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-17T00:00:00.000,ACCIDENT,District A
2007-03-17T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-17T00:00:00.000,ABANDONED VEHICLE,District E
2007-03-18T00:00:00.000,STOLEN VEHICLE,District C
2007-03-18T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-18T00:00:00.000,ABANDONED VEHICLE,District D
2007-03-18T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-18T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-19T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-19T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-19T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-19T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-19T00:00:00.000,ABANDONED VEHICLE,District E
2007-03-19T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-19T00:00:00.000,ABANDONED VEHICLE,District E
2007-03-19T00:00:00.000,ACCIDENT,District C
2007-03-19T00:00:00.000,ILLEGALLY PARKED,District C
2007-03-19T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-20T00:00:00.000,STOLEN VEHICLE,District E
2007-03-20T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-21T00:00:00.000,IMPOUNDED,District E
2007-03-21T00:00:00.000,STOLEN VEHICLE,District C
2007-03-21T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-21T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-21T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-21T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-21T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-21T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-21T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-21T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-21T00:00:00.000,IMPOUNDED,District A
2007-03-21T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-21T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-21T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-22T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-22T00:00:00.000,ABANDONED VEHICLE,District B
2007-03-22T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-22T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-22T00:00:00.000,STOLEN VEHICLE,District B
2007-03-22T00:00:00.000,STOLEN VEHICLE,District B
2007-03-22T00:00:00.000,ABANDONED VEHICLE,District B
2007-03-22T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-22T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-22T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-22T00:00:00.000,ACCIDENT,District E
2007-03-23T00:00:00.000,STOLEN VEHICLE,District C
2007-03-23T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-23T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-23T00:00:00.000,ILLEGALLY PARKED,District B
2015-01-17T00:00:00.000,ACCIDENT,District A
2007-03-23T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-23T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-23T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-23T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-23T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-23T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-23T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-23T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-23T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-23T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-23T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-23T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-23T00:00:00.000,IMPOUNDED,District B
2007-03-23T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-24T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-24T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-24T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-24T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-24T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-24T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-24T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-24T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-25T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-25T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-25T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-25T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-25T00:00:00.000,ACCIDENT,District D
2007-03-25T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-25T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-25T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-25T00:00:00.000,STOLEN VEHICLE,District D
2007-03-25T00:00:00.000,ACCIDENT,District D
2007-03-25T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-26T00:00:00.000,STOLEN VEHICLE,District B
2007-03-26T00:00:00.000,STOLEN VEHICLE,District A
2007-03-26T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-26T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-26T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-26T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-26T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-26T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-26T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-26T00:00:00.000,ABANDONED VEHICLE,District B
2007-03-26T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-26T00:00:00.000,STOLEN VEHICLE,District D
2007-03-26T00:00:00.000,STOLEN VEHICLE,District E
2007-03-26T00:00:00.000,GONE ON ARRIVAL,District D
2007-03-26T00:00:00.000,GONE ON ARRIVAL,District E
2007-03-26T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-26T00:00:00.000,IMPOUNDED,District B
2007-03-26T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-26T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-26T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-26T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-26T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-26T00:00:00.000,ACCIDENT,District B
2007-03-27T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-27T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-27T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-27T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-27T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-27T00:00:00.000,STOLEN VEHICLE,District C
2007-03-27T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-27T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-28T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-28T00:00:00.000,ABANDONED VEHICLE,District D
2007-03-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-28T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-28T00:00:00.000,ILLEGALLY PARKED,District D
2007-03-28T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-28T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-28T00:00:00.000,ABANDONED VEHICLE,District D
2007-03-28T00:00:00.000,ABANDONED VEHICLE,District E
2007-03-28T00:00:00.000,STOLEN VEHICLE,District D
2007-03-28T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-28T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-28T00:00:00.000,ILLEGAL VEHICLE,District B
2007-03-29T00:00:00.000,STOLEN VEHICLE,District D
2007-03-30T00:00:00.000,ILLEGAL VEHICLE,District D
2007-03-30T00:00:00.000,GONE ON ARRIVAL,District E
2007-03-30T00:00:00.000,ILLEGAL VEHICLE,District C
2007-03-30T00:00:00.000,ABANDONED VEHICLE,District C
2007-03-30T00:00:00.000,ILLEGAL VEHICLE,District A
2007-03-30T00:00:00.000,ILLEGAL VEHICLE,District E
2007-03-30T00:00:00.000,IMPOUNDED,District D
